year,quarter,city1,statecode1,metropolitan1,city2,statecode2,metropolitan2,airport_code1,airport_code2,average_fare,nsmiles,passengers,large_mkt_share_carrier,lms_carrier_name,mkt_share,lowest_fare_carrier,lf_carrier_name
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"New York City, NY (Metropolitan Area)",NY,1,BOS,EWR,125.27,209,813,UA,"United Air Lines, Inc.",0.8244,B6,Jetblue Airways Corporation
2021,4,"Houston, TX",TX,0,"Salt Lake City, UT",UT,0,HOU,SLC,218.24,1214,153,WN,Southwest Airlines,0.9601,WN,Southwest Airlines
2021,4,"Fort Myers, FL",FL,0,"Washington, DC (Metropolitan Area)",DC,1,RSW,IAD,184.17,919,309,UA,"United Air Lines, Inc.",0.9431,WN,Southwest Airlines
2021,4,"Houston, TX",TX,0,"Las Vegas, NV",NV,0,IAH,LAS,197.04,1235,1504,UA,"United Air Lines, Inc.",0.5417,NK,"Spirit Airlines, Inc."
2021,4,"Indianapolis, IN",IN,0,"New York City, NY (Metropolitan Area)",NY,1,IND,LGA,202.99,701,594,DL,"Delta Air Lines, Inc.",0.5199,AA,"American Airlines, Inc."
2021,4,"Phoenix, AZ",AZ,0,"Sioux Falls, SD",SD,0,PHX,FSD,205.85,1081,137,AA,"American Airlines, Inc.",0.8348,F9,"Frontier Airlines, Inc."
2021,4,"Austin, TX",TX,0,"Columbus, OH",OH,0,AUS,CMH,229.45,1073,186,WN,Southwest Airlines,0.4828,WN,Southwest Airlines
2021,4,"Detroit, MI",MI,0,"New York City, NY (Metropolitan Area)",NY,1,DTW,LGA,169.2,540,1475,DL,"Delta Air Lines, Inc.",0.6317,NK,"Spirit Airlines, Inc."
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Memphis, TN",TN,0,LAX,MEM,225.14,1619,372,DL,"Delta Air Lines, Inc.",0.3501,G4,Allegiant Air LLC 
2021,4,"Indianapolis, IN",IN,0,"San Francisco, CA (Metropolitan Area)",CA,1,IND,SFO,300.73,1943,315,UA,"United Air Lines, Inc.",0.7099,UA,"United Air Lines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DAL,ONT,203.87,1246,169,WN,Southwest Airlines,0.9968,WN,Southwest Airlines
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Washington, DC (Metropolitan Area)",DC,1,BUR,BWI,260.91,2329,40,WN,Southwest Airlines,0.765,WN,Southwest Airlines
2021,4,"Dallas/Fort Worth, TX",TX,0,"Portland, OR",OR,0,DFW,PDX,252.76,1626,625,AA,"American Airlines, Inc.",0.6184,AS,"Alaska Airlines, Inc."
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Orlando, FL",FL,0,ONT,MCO,203.96,2218,217,F9,"Frontier Airlines, Inc.",0.5075,F9,"Frontier Airlines, Inc."
2021,4,"San Francisco, CA (Metropolitan Area)",CA,1,"Washington, DC (Metropolitan Area)",DC,1,SJC,DCA,292.23,2457,92,WN,Southwest Airlines,0.3239,WN,Southwest Airlines
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Cleveland, OH (Metropolitan Area)",OH,1,BOS,CLE,148.09,563,556,DL,"Delta Air Lines, Inc.",0.508,DL,"Delta Air Lines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Tucson, AZ",AZ,0,ISP,TUS,297.32,2173,1,AA,"American Airlines, Inc.",0.6667,WN,Southwest Airlines
2021,4,"Syracuse, NY",NY,0,"Tampa, FL (Metropolitan Area)",FL,1,SYR,TPA,175.01,1111,135,F9,"Frontier Airlines, Inc.",0.3079,F9,"Frontier Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"San Francisco, CA (Metropolitan Area)",CA,1,PVD,SFO,356.81,2704,46,UA,"United Air Lines, Inc.",0.5012,AA,"American Airlines, Inc."
2021,4,"Houston, TX",TX,0,"Memphis, TN",TN,0,IAH,MEM,173.77,484,300,UA,"United Air Lines, Inc.",0.8647,WN,Southwest Airlines
2021,4,"Des Moines, IA",IA,0,"New York City, NY (Metropolitan Area)",NY,1,DSM,HPN,245.46,1038,5,AA,"American Airlines, Inc.",0.5417,DL,"Delta Air Lines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Phoenix, AZ",AZ,0,DAL,PHX,177.85,879,978,WN,Southwest Airlines,0.9986,WN,Southwest Airlines
2021,4,"Charlotte, NC",NC,0,"Miami, FL (Metropolitan Area)",FL,1,CLT,MIA,166.24,650,774,AA,"American Airlines, Inc.",0.9767,AA,"American Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Los Angeles, CA (Metropolitan Area)",CA,1,MHT,LGB,221.98,2611,0,WN,Southwest Airlines,0.75,WN,Southwest Airlines
2021,4,"Bend/Redmond, OR",OR,0,"Los Angeles, CA (Metropolitan Area)",CA,1,RDM,LGB,210.26,751,2,DL,"Delta Air Lines, Inc.",0.9565,DL,"Delta Air Lines, Inc."
2021,4,"Colorado Springs, CO",CO,0,"Los Angeles, CA (Metropolitan Area)",CA,1,COS,LGB,128.93,833,23,WN,Southwest Airlines,0.9352,WN,Southwest Airlines
2021,4,"Charlotte, NC",NC,0,"Dallas/Fort Worth, TX",TX,0,CLT,DFW,209.6,936,1099,AA,"American Airlines, Inc.",0.966,DL,"Delta Air Lines, Inc."
2021,4,"Oklahoma City, OK",OK,0,"Washington, DC (Metropolitan Area)",DC,1,OKC,IAD,257.46,1180,46,UA,"United Air Lines, Inc.",0.4502,WN,Southwest Airlines
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Washington, DC (Metropolitan Area)",DC,1,LGB,DCA,192.18,2329,26,WN,Southwest Airlines,0.7149,WN,Southwest Airlines
2021,4,"Greensboro/High Point, NC",NC,0,"New York City, NY (Metropolitan Area)",NY,1,GSO,JFK,180.26,492,9,AA,"American Airlines, Inc.",0.8353,AA,"American Airlines, Inc."
2021,4,"Key West, FL",FL,0,"New York City, NY (Metropolitan Area)",NY,1,EYW,ISP,153.5,1229,0,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2021,4,"Kansas City, MO",MO,0,"San Francisco, CA (Metropolitan Area)",CA,1,MCI,SFO,272.52,1499,148,UA,"United Air Lines, Inc.",0.3066,DL,"Delta Air Lines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"New York City, NY (Metropolitan Area)",NY,1,MHT,JFK,307.67,209,0,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"New Orleans, LA",LA,0,BOS,MSY,206.41,1371,478,B6,Jetblue Airways Corporation,0.5718,AA,"American Airlines, Inc."
2021,4,"Detroit, MI",MI,0,"Houston, TX",TX,0,DTW,IAH,189.74,1092,802,DL,"Delta Air Lines, Inc.",0.4822,NK,"Spirit Airlines, Inc."
2021,4,"Chicago, IL",IL,0,"Seattle, WA",WA,0,ORD,SEA,197.15,1733,1528,AS,"Alaska Airlines, Inc.",0.4016,AA,"American Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Key West, FL",FL,0,MHT,EYW,263.6,1396,5,AA,"American Airlines, Inc.",0.7907,AA,"American Airlines, Inc."
2021,4,"Chicago, IL",IL,0,"Cleveland, OH (Metropolitan Area)",OH,1,ORD,CAK,158.09,343,61,UA,"United Air Lines, Inc.",0.9893,UA,"United Air Lines, Inc."
2021,4,"Albuquerque, NM",NM,0,"Chicago, IL",IL,0,ABQ,MDW,222.15,1121,98,WN,Southwest Airlines,0.9922,WN,Southwest Airlines
2021,4,"Greenville/Spartanburg, SC",SC,0,"Washington, DC (Metropolitan Area)",DC,1,GSP,DCA,176.47,426,124,AA,"American Airlines, Inc.",0.8698,UA,"United Air Lines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Houston, TX",TX,0,DFW,IAH,140.26,247,637,UA,"United Air Lines, Inc.",0.5063,AA,"American Airlines, Inc."
2021,4,"Myrtle Beach, SC",SC,0,"New York City, NY (Metropolitan Area)",NY,1,MYR,LGA,128.19,601,165,NK,"Spirit Airlines, Inc.",0.8067,NK,"Spirit Airlines, Inc."
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Santa Rosa, CA",CA,0,LAX,STS,149.27,433,179,AS,"Alaska Airlines, Inc.",0.9751,AS,"Alaska Airlines, Inc."
2021,4,"Grand Rapids, MI",MI,0,"Miami, FL (Metropolitan Area)",FL,1,GRR,FLL,194.02,1214,157,G4,Allegiant Air LLC ,0.4365,G4,Allegiant Air LLC 
2021,4,"Dallas/Fort Worth, TX",TX,0,"Panama City, FL",FL,0,DAL,ECP,179.41,685,127,WN,Southwest Airlines,0.9794,WN,Southwest Airlines
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Phoenix, AZ",AZ,0,EWR,PHX,258.92,2189,1590,UA,"United Air Lines, Inc.",0.5509,B6,Jetblue Airways Corporation
2021,4,"Albany, NY",NY,0,"Washington, DC (Metropolitan Area)",DC,1,ALB,BWI,150.49,325,121,WN,Southwest Airlines,1,WN,Southwest Airlines
2021,4,"San Diego, CA",CA,0,"San Francisco, CA (Metropolitan Area)",CA,1,SAN,SFO,147.24,447,2090,UA,"United Air Lines, Inc.",0.3749,WN,Southwest Airlines
2021,4,"Miami, FL (Metropolitan Area)",FL,1,"San Diego, CA",CA,0,FLL,SAN,245.88,2269,353,B6,Jetblue Airways Corporation,0.3841,B6,Jetblue Airways Corporation
2021,4,"San Francisco, CA (Metropolitan Area)",CA,1,"St. Louis, MO",MO,0,SJC,STL,253.62,1735,149,WN,Southwest Airlines,0.7833,WN,Southwest Airlines
2021,4,"Milwaukee, WI",WI,0,"New York City, NY (Metropolitan Area)",NY,1,MKE,JFK,193.64,777,12,AA,"American Airlines, Inc.",0.5888,AA,"American Airlines, Inc."
2021,4,"Charlotte, NC",NC,0,"Los Angeles, CA (Metropolitan Area)",CA,1,CLT,ONT,283.31,2125,137,AA,"American Airlines, Inc.",0.7758,F9,"Frontier Airlines, Inc."
2021,4,"Grand Rapids, MI",MI,0,"Miami, FL (Metropolitan Area)",FL,1,GRR,MIA,274.94,1214,77,AA,"American Airlines, Inc.",0.5799,DL,"Delta Air Lines, Inc."
2021,4,"Miami, FL (Metropolitan Area)",FL,1,"San Antonio, TX",TX,0,MIA,SAT,221.81,1145,227,AA,"American Airlines, Inc.",0.683,WN,Southwest Airlines
2021,4,"Fayetteville, AR",AR,0,"New York City, NY (Metropolitan Area)",NY,1,XNA,EWR,237.82,1187,68,UA,"United Air Lines, Inc.",0.754,UA,"United Air Lines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Minneapolis/St. Paul, MN",MN,0,DFW,MSP,154.78,853,1258,DL,"Delta Air Lines, Inc.",0.501,AA,"American Airlines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Pittsburgh, PA",PA,0,DFW,PIT,245.03,1067,449,AA,"American Airlines, Inc.",0.9257,UA,"United Air Lines, Inc."
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Norfolk, VA (Metropolitan Area)",VA,1,SNA,ORF,358.38,2371,43,AA,"American Airlines, Inc.",0.3873,AA,"American Airlines, Inc."
2021,4,"Chicago, IL",IL,0,"Phoenix, AZ",AZ,0,MDW,PHX,202.52,1444,940,WN,Southwest Airlines,0.9899,WN,Southwest Airlines
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Richmond, VA",VA,0,LGA,RIC,173.3,321,326,DL,"Delta Air Lines, Inc.",0.5887,AA,"American Airlines, Inc."
2021,4,"Houston, TX",TX,0,"Jackson/Vicksburg, MS",MS,0,IAH,JAN,143.39,359,101,UA,"United Air Lines, Inc.",0.9449,UA,"United Air Lines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Raleigh/Durham, NC",NC,0,JFK,RDU,143.67,459,707,B6,Jetblue Airways Corporation,0.4371,B6,Jetblue Airways Corporation
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Phoenix, AZ",AZ,0,HPN,PHX,301.1,2189,20,AA,"American Airlines, Inc.",0.5109,UA,"United Air Lines, Inc."
2021,4,"Atlanta, GA (Metropolitan Area)",GA,1,"Tampa, FL (Metropolitan Area)",FL,1,ATL,TPA,147.53,406,1459,DL,"Delta Air Lines, Inc.",0.6343,WN,Southwest Airlines
2021,4,"Buffalo, NY",NY,0,"Washington, DC (Metropolitan Area)",DC,1,BUF,BWI,141.98,296,151,WN,Southwest Airlines,0.9792,WN,Southwest Airlines
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Washington, DC (Metropolitan Area)",DC,1,EWR,IAD,192.24,249,110,UA,"United Air Lines, Inc.",0.9705,UA,"United Air Lines, Inc."
2021,4,"Denver, CO",CO,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DEN,ONT,147.66,862,528,WN,Southwest Airlines,0.6219,F9,"Frontier Airlines, Inc."
2021,4,"Houston, TX",TX,0,"New York City, NY (Metropolitan Area)",NY,1,HOU,JFK,217.13,1465,7,DL,"Delta Air Lines, Inc.",0.5397,AA,"American Airlines, Inc."
2021,4,"Reno, NV",NV,0,"San Francisco, CA (Metropolitan Area)",CA,1,RNO,SJC,124.67,192,90,WN,Southwest Airlines,0.9939,WN,Southwest Airlines
2021,4,"Atlanta, GA (Metropolitan Area)",GA,1,"Cleveland, OH (Metropolitan Area)",OH,1,ATL,CLE,139.48,554,875,DL,"Delta Air Lines, Inc.",0.7404,NK,"Spirit Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Los Angeles, CA (Metropolitan Area)",CA,1,PVD,ONT,349.66,2611,7,AA,"American Airlines, Inc.",0.3382,WN,Southwest Airlines
2021,4,"Dallas/Fort Worth, TX",TX,0,"Greensboro/High Point, NC",NC,0,DAL,GSO,261.97,999,5,DL,"Delta Air Lines, Inc.",1,DL,"Delta Air Lines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,DAL,LGB,162.78,1246,134,WN,Southwest Airlines,0.9943,WN,Southwest Airlines
2021,4,"Miami, FL (Metropolitan Area)",FL,1,"Seattle, WA",WA,0,MIA,SEA,267.64,2724,318,AA,"American Airlines, Inc.",0.717,AA,"American Airlines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"San Francisco, CA (Metropolitan Area)",CA,1,HPN,SJC,406.86,2619,2,DL,"Delta Air Lines, Inc.",0.6667,AA,"American Airlines, Inc."
2021,4,"Albuquerque, NM",NM,0,"Houston, TX",TX,0,ABQ,HOU,196.26,759,169,WN,Southwest Airlines,0.9731,WN,Southwest Airlines
2021,4,"Houston, TX",TX,0,"San Diego, CA",CA,0,IAH,SAN,244.98,1313,550,UA,"United Air Lines, Inc.",0.8656,F9,"Frontier Airlines, Inc."
2021,4,"Las Vegas, NV",NV,0,"Washington, DC (Metropolitan Area)",DC,1,LAS,DCA,293.32,2106,555,AA,"American Airlines, Inc.",0.6042,WN,Southwest Airlines
2021,4,"Memphis, TN",TN,0,"Phoenix, AZ",AZ,0,MEM,PHX,226.98,1264,236,AA,"American Airlines, Inc.",0.4677,WN,Southwest Airlines
2021,4,"Atlanta, GA (Metropolitan Area)",GA,1,"Washington, DC (Metropolitan Area)",DC,1,ATL,DCA,169.4,577,1800,DL,"Delta Air Lines, Inc.",0.6274,WN,Southwest Airlines
2021,4,"Oklahoma City, OK",OK,0,"Washington, DC (Metropolitan Area)",DC,1,OKC,BWI,234.62,1180,75,WN,Southwest Airlines,0.4043,WN,Southwest Airlines
2021,4,"Charlotte, NC",NC,0,"New York City, NY (Metropolitan Area)",NY,1,CLT,EWR,181.03,575,1036,AA,"American Airlines, Inc.",0.5874,UA,"United Air Lines, Inc."
2021,4,"Pittsburgh, PA",PA,0,"Washington, DC (Metropolitan Area)",DC,1,PIT,IAD,143.29,210,57,UA,"United Air Lines, Inc.",0.9981,UA,"United Air Lines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Seattle, WA",WA,0,ISP,SEA,149.17,2448,1,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Norfolk, VA (Metropolitan Area)",VA,1,HPN,PHF,178.33,318,0,AA,"American Airlines, Inc.",1,AA,"American Airlines, Inc."
2021,4,"Austin, TX",TX,0,"Boston, MA (Metropolitan Area)",MA,1,AUS,PVD,243.09,1698,64,WN,Southwest Airlines,0.3294,WN,Southwest Airlines
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Washington, DC (Metropolitan Area)",DC,1,LGB,BWI,213.9,2329,26,WN,Southwest Airlines,0.9417,WN,Southwest Airlines
2021,4,"Denver, CO",CO,0,"Phoenix, AZ",AZ,0,DEN,PHX,149.78,602,2872,WN,Southwest Airlines,0.4549,AA,"American Airlines, Inc."
2021,4,"Houston, TX",TX,0,"Omaha, NE",NE,0,HOU,OMA,183.4,804,103,WN,Southwest Airlines,0.9441,WN,Southwest Airlines
2021,4,"Houston, TX",TX,0,"Midland/Odessa, TX",TX,0,HOU,MAF,139.55,441,280,WN,Southwest Airlines,0.9922,WN,Southwest Airlines
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Cleveland, OH (Metropolitan Area)",OH,1,MHT,CLE,176.36,563,14,WN,Southwest Airlines,0.3571,UA,"United Air Lines, Inc."
2021,4,"St. Louis, MO",MO,0,"Washington, DC (Metropolitan Area)",DC,1,STL,BWI,179.74,738,329,WN,Southwest Airlines,0.8998,WN,Southwest Airlines
2021,4,"New Orleans, LA",LA,0,"New York City, NY (Metropolitan Area)",NY,1,MSY,LGA,214.29,1218,405,DL,"Delta Air Lines, Inc.",0.4518,WN,Southwest Airlines
2021,4,"Houston, TX",TX,0,"Oklahoma City, OK",OK,0,HOU,OKC,139.51,419,226,WN,Southwest Airlines,0.9784,WN,Southwest Airlines
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Myrtle Beach, SC",SC,0,BOS,MYR,138.19,756,171,NK,"Spirit Airlines, Inc.",0.6807,NK,"Spirit Airlines, Inc."
2021,4,"Colorado Springs, CO",CO,0,"Los Angeles, CA (Metropolitan Area)",CA,1,COS,LAX,207.86,833,104,UA,"United Air Lines, Inc.",0.666,WN,Southwest Airlines
2021,4,"Miami, FL (Metropolitan Area)",FL,1,"San Francisco, CA (Metropolitan Area)",CA,1,FLL,SFO,328.68,2585,813,B6,Jetblue Airways Corporation,0.5574,UA,"United Air Lines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Orlando, FL",FL,0,ISP,MCO,155.81,989,499,WN,Southwest Airlines,0.646,F9,"Frontier Airlines, Inc."
2021,4,"Detroit, MI",MI,0,"Washington, DC (Metropolitan Area)",DC,1,DTW,BWI,135.63,409,525,DL,"Delta Air Lines, Inc.",0.5919,WN,Southwest Airlines
2021,4,"Des Moines, IA",IA,0,"Washington, DC (Metropolitan Area)",DC,1,DSM,IAD,239.9,910,19,UA,"United Air Lines, Inc.",0.4915,DL,"Delta Air Lines, Inc."
2021,4,"Las Vegas, NV",NV,0,"New York City, NY (Metropolitan Area)",NY,1,LAS,ISP,204.25,2282,18,WN,Southwest Airlines,0.6098,F9,"Frontier Airlines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Palm Springs, CA",CA,0,HPN,PSP,405.48,2381,2,AA,"American Airlines, Inc.",0.6875,DL,"Delta Air Lines, Inc."
2021,4,"Houston, TX",TX,0,"Los Angeles, CA (Metropolitan Area)",CA,1,IAH,SNA,251.1,1390,359,UA,"United Air Lines, Inc.",0.915,WN,Southwest Airlines
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Louisville, KY",KY,0,SNA,SDF,340.01,1843,43,AA,"American Airlines, Inc.",0.4177,WN,Southwest Airlines
2021,4,"Pensacola, FL",FL,0,"Washington, DC (Metropolitan Area)",DC,1,PNS,IAD,202.21,846,67,UA,"United Air Lines, Inc.",0.7083,UA,"United Air Lines, Inc."
2021,4,"Albuquerque, NM",NM,0,"Los Angeles, CA (Metropolitan Area)",CA,1,ABQ,ONT,209.53,677,55,WN,Southwest Airlines,0.685,WN,Southwest Airlines
2021,4,"Buffalo, NY",NY,0,"Los Angeles, CA (Metropolitan Area)",CA,1,BUF,BUR,287.84,2218,11,WN,Southwest Airlines,0.6923,AA,"American Airlines, Inc."
2021,4,"Buffalo, NY",NY,0,"New York City, NY (Metropolitan Area)",NY,1,BUF,EWR,149.13,326,214,UA,"United Air Lines, Inc.",0.9899,UA,"United Air Lines, Inc."
2021,4,"Dallas/Fort Worth, TX",TX,0,"Norfolk, VA (Metropolitan Area)",VA,1,DFW,PHF,244.88,1212,8,AA,"American Airlines, Inc.",0.9868,AA,"American Airlines, Inc."
2021,4,"Denver, CO",CO,0,"Houston, TX",TX,0,DEN,IAH,171.52,883,1663,UA,"United Air Lines, Inc.",0.6458,WN,Southwest Airlines
2021,4,"Charlotte, NC",NC,0,"New York City, NY (Metropolitan Area)",NY,1,CLT,HPN,235.26,575,114,AA,"American Airlines, Inc.",0.9752,AA,"American Airlines, Inc."
2021,4,"Cleveland, OH (Metropolitan Area)",OH,1,"San Francisco, CA (Metropolitan Area)",CA,1,CLE,SFO,333.4,2187,330,UA,"United Air Lines, Inc.",0.7998,F9,"Frontier Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Cincinnati, OH",OH,0,BOS,CVG,233.55,752,407,DL,"Delta Air Lines, Inc.",0.6441,AA,"American Airlines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Reno, NV",NV,0,HPN,RNO,427.78,2443,1,AA,"American Airlines, Inc.",0.8333,AA,"American Airlines, Inc."
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Miami, FL (Metropolitan Area)",FL,1,SNA,FLL,311.54,2343,68,UA,"United Air Lines, Inc.",0.3178,WN,Southwest Airlines
2021,4,"Miami, FL (Metropolitan Area)",FL,1,"Milwaukee, WI",WI,0,MIA,MKE,214.98,1258,119,AA,"American Airlines, Inc.",0.4498,WN,Southwest Airlines
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"San Francisco, CA (Metropolitan Area)",CA,1,LGB,SFO,160.99,372,2,WN,Southwest Airlines,0.9286,WN,Southwest Airlines
2021,4,"Milwaukee, WI",WI,0,"New York City, NY (Metropolitan Area)",NY,1,MKE,EWR,177.65,777,294,UA,"United Air Lines, Inc.",0.9216,UA,"United Air Lines, Inc."
2021,4,"Charleston, SC",SC,0,"Los Angeles, CA (Metropolitan Area)",CA,1,CHS,BUR,237.35,2206,10,WN,Southwest Airlines,0.7234,WN,Southwest Airlines
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"St. Louis, MO",MO,0,JFK,STL,221.26,929,14,AA,"American Airlines, Inc.",0.6357,AA,"American Airlines, Inc."
2021,4,"Raleigh/Durham, NC",NC,0,"San Francisco, CA (Metropolitan Area)",CA,1,RDU,OAK,250.4,2400,39,WN,Southwest Airlines,0.7486,DL,"Delta Air Lines, Inc."
2021,4,"Memphis, TN",TN,0,"Tampa, FL (Metropolitan Area)",FL,1,MEM,PIE,87.02,655,34,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2021,4,"Columbus, OH",OH,0,"Tampa, FL (Metropolitan Area)",FL,1,LCK,PIE,95.74,829,57,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2021,4,"Pittsburgh, PA",PA,0,"San Francisco, CA (Metropolitan Area)",CA,1,PIT,OAK,266.71,2254,44,WN,Southwest Airlines,0.7819,NK,"Spirit Airlines, Inc."
2021,4,"Cleveland, OH (Metropolitan Area)",OH,1,"New York City, NY (Metropolitan Area)",NY,1,CLE,JFK,171.45,459,144,DL,"Delta Air Lines, Inc.",0.4437,AA,"American Airlines, Inc."
2021,4,"Charlotte, NC",NC,0,"Tampa, FL (Metropolitan Area)",FL,1,CLT,TPA,183.38,507,542,AA,"American Airlines, Inc.",0.9198,AA,"American Airlines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Sarasota/Bradenton, FL",FL,0,ISP,SRQ,167.51,1069,18,WN,Southwest Airlines,0.9815,WN,Southwest Airlines
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Norfolk, VA (Metropolitan Area)",VA,1,PVD,ORF,139.23,487,116,MX,Compania Mexicana De Aviaci,0.5836,MX,Compania Mexicana De Aviaci
2021,4,"Cleveland, OH (Metropolitan Area)",OH,1,"Dallas/Fort Worth, TX",TX,0,CLE,DFW,249.87,1023,452,AA,"American Airlines, Inc.",0.8552,NK,"Spirit Airlines, Inc."
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Tampa, FL (Metropolitan Area)",FL,1,EWR,TPA,139.53,1055,1969,UA,"United Air Lines, Inc.",0.7582,B6,Jetblue Airways Corporation
2021,4,"Des Moines, IA",IA,0,"Phoenix, AZ",AZ,0,DSM,AZA,120.21,1149,103,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2021,4,"Dallas/Fort Worth, TX",TX,0,"Indianapolis, IN",IN,0,DFW,IND,225.48,761,487,AA,"American Airlines, Inc.",0.9281,AA,"American Airlines, Inc."
2021,4,"Boston, MA (Metropolitan Area)",MA,1,"Houston, TX",TX,0,PVD,HOU,253.76,1609,33,WN,Southwest Airlines,0.8502,WN,Southwest Airlines
2021,4,"Columbus, OH",OH,0,"Dallas/Fort Worth, TX",TX,0,CMH,DAL,199.03,926,172,WN,Southwest Airlines,0.9792,WN,Southwest Airlines
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"New York City, NY (Metropolitan Area)",NY,1,ONT,LGA,239.55,2510,77,AA,"American Airlines, Inc.",0.539,AA,"American Airlines, Inc."
2021,4,"Los Angeles, CA (Metropolitan Area)",CA,1,"Portland, OR",OR,0,LGB,PDX,175.61,859,50,WN,Southwest Airlines,0.8289,WN,Southwest Airlines
2021,4,"Dallas/Fort Worth, TX",TX,0,"St. Louis, MO",MO,0,DAL,STL,175.11,550,485,WN,Southwest Airlines,0.9933,WN,Southwest Airlines
2021,4,"Chicago, IL",IL,0,"Seattle, WA",WA,0,MDW,SEA,176.45,1733,144,WN,Southwest Airlines,0.969,WN,Southwest Airlines
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Orlando, FL",FL,0,JFK,MCO,158.43,989,2576,B6,Jetblue Airways Corporation,0.6153,B6,Jetblue Airways Corporation
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"St. Louis, MO",MO,0,EWR,STL,214.93,929,306,UA,"United Air Lines, Inc.",0.8863,AA,"American Airlines, Inc."
2021,4,"Columbia, SC",SC,0,"Washington, DC (Metropolitan Area)",DC,1,CAE,DCA,221.2,438,106,AA,"American Airlines, Inc.",0.9202,AA,"American Airlines, Inc."
2021,4,"Nashville, TN",TN,0,"Washington, DC (Metropolitan Area)",DC,1,BNA,IAD,182.92,587,222,UA,"United Air Lines, Inc.",0.8893,WN,Southwest Airlines
2021,4,"New York City, NY (Metropolitan Area)",NY,1,"Wilmington, NC",NC,0,ISP,ILM,234.5,522,3,AA,"American Airlines, Inc.",0.9615,AA,"American Airlines, Inc."
2021,4,"Phoenix, AZ",AZ,0,"Provo, UT",UT,0,AZA,PVU,92.01,477,225,G4,Allegiant Air LLC ,1,G4,Allegiant Air LLC 
2021,4,"Orlando, FL",FL,0,"San Francisco, CA (Metropolitan Area)",CA,1,MCO,OAK,251.59,2446,92,WN,Southwest Airlines,0.6517,WN,Southwest Airlines
2021,4,"Dallas/Fort Worth, TX",TX,0,"New Orleans, LA",LA,0,DFW,MSY,162.79,447,540,AA,"American Airlines, Inc.",0.8893,NK,"Spirit Airlines, Inc."
